,num_warmup_steps,init_lr,adam_beta1,adam_beta2,power,num_epochs,precision,recall,f_score,time
0,0,2e-05,0.8,0.9,1.0,3,0.8979309078643434,0.8976595860882506,0.8977767436215924,193.93658065795898
1,0,2e-05,0.8,0.9,1.0,5,0.9332721276264131,0.9333312852791554,0.9333006425892889,190.78987956047058
2,0,2e-05,0.8,0.9,1.5,3,0.9304703869509028,0.9300563897583638,0.9288352788862664,190.35124135017395
3,0,2e-05,0.8,0.9,1.5,5,0.9132829206785067,0.8986679683188775,0.900134550464481,190.1780390739441
4,0,2e-05,0.8,0.999,1.0,3,0.9326369786041478,0.9331040081558069,0.9325548036271893,189.5698664188385
5,0,2e-05,0.8,0.999,1.0,5,0.932353158730249,0.9322901910720767,0.9312365956199002,190.51509475708008
6,0,2e-05,0.8,0.999,1.5,3,0.8883086745443944,0.8826851810764345,0.8836039287805593,191.43113613128662
7,0,2e-05,0.8,0.999,1.5,5,0.9186090543599991,0.9138156045799043,0.9113759640285721,191.33075261116028
8,0,2e-05,0.9,0.9,1.0,3,0.9324999751370658,0.9329629199791099,0.9325451415292405,192.30489087104797
9,0,2e-05,0.9,0.9,1.0,5,0.9290473408695197,0.9286958559899328,0.9275032705590582,191.52123928070068
10,0,2e-05,0.9,0.9,1.5,3,0.9411722470861354,0.940449411355095,0.9407237624168227,190.99622774124146
11,0,2e-05,0.9,0.9,1.5,5,0.9297350140209039,0.9296396676235631,0.9285712459087103,191.87703704833984
12,0,2e-05,0.9,0.999,1.0,3,0.927364242558208,0.922367937484284,0.9233652906481647,190.98575830459595
13,0,2e-05,0.9,0.999,1.0,5,0.936145605773973,0.9364338029066439,0.9362544476364802,192.2541947364807
14,0,2e-05,0.9,0.999,1.5,3,0.9374466110752931,0.9371483462531418,0.9372781586189927,244.37383031845093
15,0,2e-05,0.9,0.999,1.5,5,0.9353243770733206,0.9341627383849727,0.9345558488342911,192.06606435775757
16,0,1e-05,0.8,0.9,1.0,3,0.9249870708517325,0.9254280717683696,0.9248277821984767,191.6710557937622
17,0,1e-05,0.8,0.9,1.0,5,0.9380572415831231,0.9385043287900665,0.9381395765317218,191.00655722618103
18,0,1e-05,0.8,0.9,1.5,3,0.9274879458878911,0.9257062657941957,0.9262338032382839,191.41141080856323
19,0,1e-05,0.8,0.9,1.5,5,0.9315121292843189,0.9319838363013051,0.9314850882666018,191.85930061340332
20,0,1e-05,0.8,0.999,1.0,3,0.9150266154779694,0.9017528499242788,0.9032009483226668,191.624614238739
21,0,1e-05,0.8,0.999,1.0,5,0.9290578618326177,0.9269609834301039,0.9275513363171379,191.40864825248718
22,0,1e-05,0.8,0.999,1.5,3,0.93050466321391,0.9302111316295798,0.9303387208491791,193.19354438781738
23,0,1e-05,0.8,0.999,1.5,5,0.9228927468707823,0.9229075428697563,0.9219083100177639,191.386821269989
24,0,1e-05,0.9,0.9,1.0,3,0.9351341689307582,0.9352078149196195,0.935169326382781,190.68027091026306
25,0,1e-05,0.9,0.9,1.0,5,0.9218800330194942,0.9157703585118839,0.9168599491289708,191.84849643707275
26,0,1e-05,0.9,0.9,1.5,3,0.9269111406675534,0.9218166695680767,0.922823320759288,190.43080711364746
27,0,1e-05,0.9,0.9,1.5,5,0.931551977303201,0.9312960314399072,0.9314090590512303,191.0569450855255
28,0,1e-05,0.9,0.999,1.0,3,0.9324550657599542,0.9328923758907613,0.9325393889660083,190.71952056884766
29,0,1e-05,0.9,0.999,1.0,5,0.92899750536422,0.9294391289853143,0.9288267848027343,191.4254002571106
30,0,1e-05,0.9,0.999,1.5,3,0.9214820017671062,0.9142687365667558,0.9154488188424341,190.29218697547913
31,0,1e-05,0.9,0.999,1.5,5,0.9282643553580194,0.9285658614400324,0.9277686481499201,189.8135223388672
32,1,2e-05,0.8,0.9,1.0,3,0.9241195852997217,0.9175763440639995,0.9187129420454259,190.9673454761505
33,1,2e-05,0.8,0.9,1.0,5,0.9286047309582408,0.9278049524225636,0.9264308707987778,191.0714304447174
34,1,2e-05,0.8,0.9,1.5,3,0.9317212886507129,0.9321889261710603,0.9317473040344265,192.0102264881134
35,1,2e-05,0.8,0.9,1.5,5,0.9382112199183104,0.9367427177451378,0.9372107671442514,189.72396111488342
36,1,2e-05,0.8,0.999,1.0,3,0.9153701749156038,0.9106138132151833,0.9081726856199663,190.34435081481934
37,1,2e-05,0.8,0.999,1.0,5,0.9204281288526365,0.9206122999307075,0.9205073668698034,190.21325254440308
38,1,2e-05,0.8,0.999,1.5,3,0.9324258806604957,0.9328218318024128,0.9325330216521968,189.63135886192322
39,1,2e-05,0.8,0.999,1.5,5,0.932524314508351,0.931166036890007,0.9316052353348646,190.8041021823883
40,1,2e-05,0.9,0.9,1.0,3,0.9330109403153393,0.9330556513210517,0.9330326975381897,245.09835004806519
41,1,2e-05,0.9,0.9,1.0,5,0.9298203843844801,0.9293000319724014,0.9280343716433943,191.90751099586487
42,1,2e-05,0.9,0.9,1.5,3,0.9428882841227655,0.942919023351231,0.9429033850022257,191.94096755981445
43,1,2e-05,0.9,0.9,1.5,5,0.9334835378929014,0.9338538235464788,0.9335963329318188,190.8347065448761
44,1,2e-05,0.9,0.999,1.0,3,0.9286946697461265,0.9291458590051236,0.9285587414397893,190.26280879974365
45,1,2e-05,0.9,0.999,1.0,5,0.9311460855528653,0.9254639127164821,0.9265454809431577,192.97149896621704
46,1,2e-05,0.9,0.999,1.5,3,0.942168385429767,0.9400437828470911,0.9406526566169825,193.39448428153992
