,num_warmup_steps,init_lr,adam_beta1,adam_beta2,power,num_epochs,precision,recall,f_score,time
44,1,2e-05,0.9,0.999,1.0,3,0.196,0.5,0.2816091954022989,30.006993055343628
45,1,2e-05,0.9,0.999,1.0,5,0.7024793388429752,0.5263157894736842,0.338235294117647,30.44018244743347
46,1,2e-05,0.9,0.999,1.5,3,0.7024793388429752,0.5263157894736842,0.338235294117647,30.39527702331543
47,1,2e-05,0.9,0.999,1.5,5,0.196,0.5,0.2816091954022989,30.241377115249634
48,1,1e-05,0.8,0.9,1.0,3,0.196,0.5,0.2816091954022989,30.25495409965515
49,1,1e-05,0.8,0.9,1.0,5,0.196,0.5,0.2816091954022989,30.08684730529785
50,1,1e-05,0.8,0.9,1.5,3,0.6975806451612903,0.506578947368421,0.2962240072066662,30.32601571083069
51,1,1e-05,0.8,0.9,1.5,5,0.196,0.5,0.2816091954022989,30.072217226028442
52,1,1e-05,0.8,0.999,1.0,3,0.196,0.5,0.2816091954022989,30.25223159790039
53,1,1e-05,0.8,0.999,1.0,5,0.196,0.5,0.2816091954022989,30.31635093688965
54,1,1e-05,0.8,0.999,1.5,3,0.6975806451612903,0.506578947368421,0.2962240072066662,30.43808913230896
55,1,1e-05,0.8,0.999,1.5,5,0.196,0.5,0.2816091954022989,30.22249698638916
56,1,1e-05,0.9,0.9,1.0,3,0.196,0.5,0.2816091954022989,29.1019926071167
57,1,1e-05,0.9,0.9,1.0,5,0.196,0.5,0.2816091954022989,30.249306678771973
58,1,1e-05,0.9,0.9,1.5,3,0.196,0.5,0.2816091954022989,30.407512187957764
59,1,1e-05,0.9,0.9,1.5,5,0.196,0.5,0.2816091954022989,29.27567768096924
60,1,1e-05,0.9,0.999,1.0,3,0.196,0.5,0.2816091954022989,30.609633922576904
61,1,1e-05,0.9,0.999,1.0,5,0.196,0.5,0.2816091954022989,30.176702976226807
